maxsimulationtime=1000	models=Centroid	sdr=0.05	leadersmodeloffset=0.0,0.0,	locationinitializer=random initializer	bias=0.0	scale=1.0	distribution=jsc.distributions.Uniform	params=0.0,1.0,	bias=0.0	scale=1.0	distribution=jsc.distributions.Uniform	params=0.0,1.0,	maps=squarereflect	width=500	height=500	rangealgorithms=NullPowerAlgorithm	groupsizes=10,	bias=0.0	scale=1.0	distribution=jsc.distributions.Uniform	params=0.0,1.0,	bias=0.0	scale=1.0	distribution=jsc.distributions.Uniform	params=0.0,1.0,	selected=random initializer	width=500	height=500	selected=squarereflect	selected=NullPowerAlgorithm	maxspeed=10	minspeed=5	maxpausetime=10	selected=Random WayPoint	maxinitialdistance=30	extratraces=true	pergrouprange=false	adr=0.05	nodenumber=10	defaultfilter=edu.sharif.ce.dml.common.data.trace.filter.DirectoryFilter	fileaddress=output	isinput=false	multiple=false	filenamegenerator=simple	seed=outputtrace	numberiterate=true	tracewriter=text
Time	Node	PositionX	PositionY	Speed	Direction Angle	Range	GroupNumber	Is Leader
1	0	423	402	8021	4043	0	0	true
1	1	415	388	8023	1003	0	0	false
1	2	401	417	8038	5069	0	0	false
1	3	413	403	7096	6016	0	0	false
1	4	427	400	8008	2063	0	0	false
1	5	438	377	8016	2011	0	0	false
1	6	416	397	8059	0054	0	0	false
1	7	449	423	8018	3085	0	0	false
1	8	425	420	8054	4061	0	0	false
1	9	405	428	8036	5035	0	0	false
2	0	421	394	8021	4043	0	0	true
2	1	419	395	8053	009	0	0	false
2	2	407	413	7098	5053	0	0	false
2	3	421	402	7093	5049	0	0	false
2	4	420	404	7094	4033	0	0	false
2	5	434	384	8019	2025	0	0	false
2	6	423	402	8013	5078	0	0	false
2	7	443	418	8011	3092	0	0	false
2	8	424	412	8058	4057	0	0	false
2	9	410	421	7084	5025	0	0	false
3	0	419	386	8021	4043	0	0	true
3	1	425	401	7082	5083	0	0	false
3	2	413	407	8029	5038	0	0	false
3	3	427	397	7092	4083	0	0	false
3	4	417	396	804	4043	0	0	false
3	5	428	391	8009	2046	0	0	false
3	6	430	398	8017	4024	0	0	false
3	7	437	412	8053	3098	0	0	false
3	8	423	403	801	4054	0	0	false
3	9	414	414	8019	5015	0	0	false
4	0	417	378	8021	4043	0	0	true
4	1	432	398	8027	3089	0	0	false
4	2	418	401	8002	5022	0	0	false
4	3	427	389	8004	4056	0	0	false
4	4	414	388	8033	4043	0	0	false
4	5	422	396	8053	2082	0	0	false
4	6	426	391	8019	4044	0	0	false
4	7	431	406	8038	4004	0	0	false
4	8	422	395	8048	4052	0	0	false
4	9	418	407	8014	5005	0	0	false
5	0	414	370	8021	4043	0	0	true
5	1	425	392	8042	4041	0	0	false
5	2	422	394	7084	5009	0	0	false
5	3	426	381	8013	4047	0	0	false
5	4	412	380	8024	4043	0	0	false
5	5	414	399	8046	3039	0	0	false
5	6	424	383	8013	4043	0	0	false
5	7	426	399	8006	4009	0	0	false
5	8	420	387	8	405	0	0	false
5	9	420	399	8021	4097	0	0	false
6	0	412	362	8021	4043	0	0	true
6	1	423	384	803	4043	0	0	false
6	2	425	386	7098	4096	0	0	false
6	3	424	373	7087	4045	0	0	false
6	4	410	372	8005	4043	0	0	false
6	5	406	397	8038	3097	0	0	false
6	6	422	375	8044	4043	0	0	false
6	7	421	393	8	4013	0	0	false
6	8	418	379	805	4048	0	0	false
6	9	422	391	8016	409	0	0	false
7	0	410	354	8021	4043	0	0	true
7	1	421	376	8039	4043	0	0	false
7	2	427	379	8013	4086	0	0	false
7	3	422	365	8028	4044	0	0	false
7	4	408	365	8011	4043	0	0	false
7	5	400	390	8017	4027	0	0	false
7	6	420	367	7084	4043	0	0	false
7	7	417	386	8055	4017	0	0	false
7	8	417	371	8027	4047	0	0	false
7	9	424	383	7095	4083	0	0	false
8	0	408	346	8021	4043	0	0	true
8	1	418	368	8029	4043	0	0	false
8	2	428	371	8007	4078	0	0	false
8	3	420	357	7097	4044	0	0	false
8	4	405	357	8002	4043	0	0	false
8	5	397	383	8028	4038	0	0	false
8	6	417	359	8057	4043	0	0	false
8	7	413	379	8037	4021	0	0	false
8	8	415	363	8047	4046	0	0	false
8	9	425	375	7095	4077	0	0	false
9	0	405	339	8021	4043	0	0	true
9	1	416	360	8047	4043	0	0	false
9	2	429	363	8021	4071	0	0	false
9	3	418	350	8029	4043	0	0	false
9	4	403	349	8048	4043	0	0	false
9	5	394	375	802	4042	0	0	false
9	6	415	351	8051	4043	0	0	false
9	7	409	371	8022	4024	0	0	false
9	8	412	355	8003	4046	0	0	false
9	9	425	368	7084	4072	0	0	false
10	0	403	331	8021	4043	0	0	true
10	1	414	352	8048	4043	0	0	false
10	2	429	354	7084	4065	0	0	false
10	3	416	342	8029	4043	0	0	false
10	4	401	341	8016	4043	0	0	false
10	5	392	367	7099	4043	0	0	false
10	6	413	343	7094	4043	0	0	false
10	7	405	364	8031	4026	0	0	false
10	8	410	347	8016	4045	0	0	false
10	9	425	360	803	4068	0	0	false
11	0	401	323	8021	4043	0	0	true
11	1	411	344	805	4043	0	0	false
11	2	428	347	709	4061	0	0	false
11	3	413	334	7088	4043	0	0	false
11	4	399	333	8006	4043	0	0	false
11	5	389	360	8053	4043	0	0	false
11	6	411	335	8034	4043	0	0	false
11	7	401	357	8033	4029	0	0	false
11	8	408	339	7094	4045	0	0	false
11	9	425	351	8062	4064	0	0	false
12	0	399	315	8021	4043	0	0	true
12	1	409	336	7087	4043	0	0	false
12	2	428	339	8047	4057	0	0	false
12	3	411	326	8059	4043	0	0	false
12	4	396	325	8021	4043	0	0	false
12	5	387	352	8007	4043	0	0	false
12	6	408	327	7082	4043	0	0	false
12	7	398	349	8025	4031	0	0	false
12	8	406	331	7081	4044	0	0	false
12	9	424	343	8017	4061	0	0	false
13	0	396	307	8021	4043	0	0	true
13	1	407	328	8062	4043	0	0	false
13	2	426	330	8061	4054	0	0	false
13	3	409	318	8024	4043	0	0	false
13	4	394	317	7082	4043	0	0	false
13	5	385	344	8033	4043	0	0	false
13	6	406	320	7085	4043	0	0	false
13	7	394	341	709	4032	0	0	false
13	8	404	324	7095	4044	0	0	false
13	9	424	335	8016	4059	0	0	false
14	0	394	299	8021	4043	0	0	true
14	1	405	320	8053	4043	0	0	false
14	2	425	322	8003	4052	0	0	false
14	3	406	310	8057	4043	0	0	false
14	4	392	310	8059	4043	0	0	false
14	5	382	336	8018	4043	0	0	false
14	6	404	312	8002	4043	0	0	false
14	7	391	334	8034	4034	0	0	false
14	8	402	316	7099	4044	0	0	false
14	9	423	327	8021	4056	0	0	false
15	0	392	294	8021	4043	0	0	true
15	1	402	312	8033	4043	0	0	false
15	2	423	314	8047	4051	0	0	false
15	3	404	302	8031	4043	0	0	false
15	4	390	302	709	4043	0	0	false
15	5	380	328	7089	4043	0	0	false
15	6	402	304	8018	4043	0	0	false
15	7	388	326	8041	4035	0	0	false
15	8	400	309	7094	4044	0	0	false
15	9	421	318	7091	4055	0	0	false
16	0	392	294	8021	4043	0	0	true
16	1	400	304	8038	1029	0	0	false
16	2	422	306	8052	4051	0	0	false
16	3	402	294	8036	4043	0	0	false
16	4	388	294	8052	1029	0	0	false
16	5	378	320	8047	4043	0	0	false
16	6	400	296	8023	1029	0	0	false
16	7	385	318	806	4035	0	0	false
16	8	398	301	8048	4044	0	0	false
16	9	420	311	8023	4055	0	0	false
17	0	392	294	8021	4043	0	0	true
17	1	402	312	803	4043	0	0	false
17	2	420	297	7082	4051	0	0	false
17	3	400	286	7089	1029	0	0	false
17	4	390	302	8046	4043	0	0	false
17	5	376	312	8061	1029	0	0	false
17	6	402	304	7085	4043	0	0	false
17	7	382	310	802	4035	0	0	false
17	8	395	293	7082	4044	0	0	false
17	9	419	303	7083	4055	0	0	false
18	0	392	294	8021	4043	0	0	true
18	1	400	304	8023	1029	0	0	false
18	2	418	290	7092	4051	0	0	false
18	3	402	293	7098	4043	0	0	false
18	4	388	294	7096	1029	0	0	false
18	5	378	320	7085	4043	0	0	false
18	6	400	297	7081	1029	0	0	false
18	7	379	303	806	4035	0	0	false
18	8	393	285	8021	4044	0	0	false
18	9	417	295	7082	4055	0	0	false
19	0	392	294	8021	4043	0	0	true
19	1	402	312	7097	4043	0	0	false
19	2	417	282	803	4051	0	0	false
19	3	399	286	8007	1029	0	0	false
